x_data|y_data
s defiance will prompt the appellate courts to adopt a more rigo| defiance will prompt the appellate courts to adopt a more rigor
rous standard for capital defendants. “Whether or not they’re le|ous standard for capital defendants. “Whether or not they’re leg
gally insane, there’s certainly something mentally wrong with th|ally insane, there’s certainly something mentally wrong with the
em,” said Peter D. Greenspun, a lawyer who was ousted by a defen|m,” said Peter D. Greenspun, a lawyer who was ousted by a defend
dant, John A. Muhammad, for part of a capital murder trial for t|ant, John A. Muhammad, for part of a capital murder trial for th
he 2002 sniper attacks in the Washington area. He added, “To hav|e 2002 sniper attacks in the Washington area. He added, “To have
e a person like that make this kind of decision, it really calls| a person like that make this kind of decision, it really calls 
 into question, from a philosophical point of view, whether that|into question, from a philosophical point of view, whether that 
 person is in a position to understand their civil liberties. ” |person is in a position to understand their civil liberties. ” M
Mr. Muhammad, who ultimately reinstated Mr. Greenspun, was sente|r. Muhammad, who ultimately reinstated Mr. Greenspun, was senten
nced to death in 2003 and executed six years later. “It’s someth|ced to death in 2003 and executed six years later. “It’s somethi
ing that Roof will likely regret,” Mr. Greenspun predicted of hi|ng that Roof will likely regret,” Mr. Greenspun predicted of his
s choice to represent himself. “At some point down the road, he’| choice to represent himself. “At some point down the road, he’s
s going to say, ‘What did I do?’ And there’s no going back. | going to say, ‘What did I do?’ And there’s no going back. ”
MUMBAI, India — It was a bold and risky gamble by Prime Minister|UMBAI, India — It was a bold and risky gamble by Prime Minister 
 Narendra Modi of India that quickly seemed to backfire. The ann|Narendra Modi of India that quickly seemed to backfire. The anno
ouncement of a ban on the largest currency bills circulating in |uncement of a ban on the largest currency bills circulating in I
India, which came into full effect at midnight Friday, the last |ndia, which came into full effect at midnight Friday, the last d
day for depositing the old notes at banks, set off cash shortage|ay for depositing the old notes at banks, set off cash shortages
s that have hit the country’s most vulnerable people hard and pr| that have hit the country’s most vulnerable people hard and pro
ompted worries about the economy. But despite those concerns, as|mpted worries about the economy. But despite those concerns, as 
 well as doubts about whether the currency ban will reduce corru|well as doubts about whether the currency ban will reduce corrup
ption as it is designed to do, for the moment, at least, Mr. Mod|tion as it is designed to do, for the moment, at least, Mr. Modi
i’s bet appears to be paying off in the public arena. Even as th|’s bet appears to be paying off in the public arena. Even as the
e poorest Indians have struggled, many have continued to voice s| poorest Indians have struggled, many have continued to voice su
upport for the prime minister’s initiative to target the vast am|pport for the prime minister’s initiative to target the vast amo
ounts of untaxed money, known as “black money,” flowing through |unts of untaxed money, known as “black money,” flowing through t
the country’s economy, in hopes that it will combat an endemic c|he country’s economy, in hopes that it will combat an endemic cu
ulture of corruption. Mr. Modi, analysts say, has successfully t|lture of corruption. Mr. Modi, analysts say, has successfully ta
apped into deep frustration with the corruption that pervades al|pped into deep frustration with the corruption that pervades alm
most every public interface with government. “Even though the ca|ost every public interface with government. “Even though the cas
sh ban has produced enormous hardship for me and my family, I su|h ban has produced enormous hardship for me and my family, I sup
pport what Mr. Modi is doing for our country,” said Hem Raj Chec|port what Mr. Modi is doing for our country,” said Hem Raj Chech
hi, 39, a taxi driver in New Delhi, the capital, who said busine|i, 39, a taxi driver in New Delhi, the capital, who said busines
ss had been down 50 percent since the ban was announced. Mr. Che|s had been down 50 percent since the ban was announced. Mr. Chec
chi has not been able to pay his children’s school fees or send |hi has not been able to pay his children’s school fees or send m
money back to his village to support them for nearly two months.|oney back to his village to support them for nearly two months. 
 But, he said, “We need to fight black money, even though it is |But, he said, “We need to fight black money, even though it is h
hurting little people like me. ” Mr. Modi came to power as a dis|urting little people like me. ” Mr. Modi came to power as a disr
ruptive force pledging to overturn the status quo in New Delhi, |uptive force pledging to overturn the status quo in New Delhi, b
bring jobs and fight corruption. Indians have repeatedly taken t|ring jobs and fight corruption. Indians have repeatedly taken to
o the streets in recent years to demand an end to corruption, wi| the streets in recent years to demand an end to corruption, wid
